track,artist,album,track_id
NIGHT RIDER,Joji,SMITHEREENS,2KFqsbztZK3J03hOcObLbG
BLAHBLAHBLAH DEMO,Joji,SMITHEREENS,7aqkklKJ0EB7IZwUEOkEHT
YUKON (INTERLUDE),Joji,SMITHEREENS,01iMj24ADbxjoOob3TBJfq
1AM FREESTYLE,Joji,SMITHEREENS,7EAQfy8KYXbx2UqNF4envA
Make Believe,Kero Kero Bonito,Time 'n' Place,2LS1T6x2O0WZUwg0wJLx84
Echoes of the Present,Kid Cudi,Free,6uTxQnxGcTUS4Po77VY80U
Neverland,Kid Cudi,Free,5PdqGt1Lentss5g56gcRJg
Mr. Miracle,Kid Cudi,Free,2NuMBPxpGMgKw54M2YepBa
Opiate,Kid Cudi,Free,3V8GKwsNK71zjWrqtTqoTl
Deep Diving,Kid Cudi,Free,26YDMYJpw4NG96qjvcZspi
Truman Show,Kid Cudi,Free,2e3pncsPY1hVBJUWqsVeM1
Submarine,Kid Cudi,Free,6Nw4uTLUORRN3dKssrLYu5
Ashes,Kid Cudi,Free,41O5JkdS8CgjHZlqjYVTHl
Grave,Kid Cudi,Free,1XGBUVN05AaKaQ6hzcvKVG
Past Life,Kid Cudi,Free,6X5XfDaweonx5mIQHZiHNB
Picnic In Paris,Kid Cudi,Free,4RF4dFRCAuWkLXIPYwRbr7
Stargazing,Kid Cudi,Free,5hSKm3XMa07Gi6mCOLktxU
Salt Water,Kid Cudi,Free,0oOSHxhfKEFai7FKFk6tOJ
Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day (Deluxe),5wfllwdjglyQislkskYLBv
Silk Sonic Intro,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,4K09vJ27xCOreumtSuU6Ao
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,4pryE6cN2gFL1FVF5fYINl
Fly As Me,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,7suB6D6uKX5DfPukdGaz0W
After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",An Evening With Silk Sonic,6jGAh1bFnXt1Muj9zeHveZ
Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,1oERlssLrpssCAY6Yqqs6c
Put On A Smile,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,5lka5RUbLVQGO94mKAPMRO
777,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,2K6vUau7bnZUamjbRSOOvJ
Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,3WTWh2WDk4j8GUCGj4xfOd
Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,2ALh2jqA7KldpHMUHvRomw
Blast Off,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,2NqyjfDXy0XfXCSPXMsKzi
Foreword (feat. Rex Orange County),"Tyler, The Creator, Rex Orange County",Flower Boy,33i3xxHB4YSYGYbtJrwwO8
Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator, Frank Ocean",Flower Boy,6KuXb26rHuRy3ZDse1VRmx
Sometimes...,"Tyler, The Creator",Flower Boy,4KgTrzmfiWNcVneh2Dd1Ou
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",Flower Boy,7KA4W4McWYRpgf0fWsJZWB
Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator, A$AP Rocky",Flower Boy,21yRtB6B8EMounImAfHRCP
Pothole (feat. Jaden Smith),"Tyler, The Creator, Alexander Brettin, Jaden",Flower Boy,5SxlUF7J8tyFIEF22EomeP
Garden Shed (feat. Estelle),"Tyler, The Creator, Estelle",Flower Boy,6ACiYjq5Q7e6BlhZEHz7cd
Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator, Rex Orange County, Anna of the North",Flower Boy,5WNYg3usc6H8N3MBEp4zVk
I Ain't Got Time!,"Tyler, The Creator",Flower Boy,430qNtapCS3Ue1yoSql1oV
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator, Frank Ocean, Steve Lacy",Flower Boy,4bEcoz1OcfMgUbp2ft8ieQ
Droppin' Seeds (feat. Lil' Wayne),"Tyler, The Creator, Lil Wayne",Flower Boy,39u2PsqrAZpZ0KPx6CjasV
November,"Tyler, The Creator",Flower Boy,4XDpeWqPADoWRKcUY3dC84
Glitter,"Tyler, The Creator",Flower Boy,0qtK3XwbuG153dmwB8iepL
"Enjoy Right Now, Today","Tyler, The Creator",Flower Boy,3R1Vu4Ws7UitwDxDHTol0P
St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",CHROMAKOPIA,1QoyuMHNBe7lg3YW4Qtll4
Rah Tah Tah,"Tyler, The Creator",CHROMAKOPIA,5RePVWy39tLpHH0WwXgBsK
Noid,"Tyler, The Creator",CHROMAKOPIA,1YdtGoSYDvVQKoUqSDXX41
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",CHROMAKOPIA,0VaeksJaXy5R1nvcTMh3Xk
Hey Jane,"Tyler, The Creator",CHROMAKOPIA,3Umj02ZNl4d356pS1D38mn
I Killed You,"Tyler, The Creator",CHROMAKOPIA,3GdwjAsCsoE79ObhsJFyYb
Judge Judy,"Tyler, The Creator",CHROMAKOPIA,6ie0uyyvOKTTuIFBMPiNIl
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,3tFed7YsjGnIfxeLEQwx3R
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator, Daniel Caesar, LaToiya Williams",CHROMAKOPIA,4BSR9I4ExlCJdXJo2GpBD5
Tomorrow,"Tyler, The Creator",CHROMAKOPIA,3yw3m8wgRB4ptDyAvtdhq5
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator, ScHoolboy Q, Santigold",CHROMAKOPIA,2aYHxnMF2umAavtgBvmkY1
Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",CHROMAKOPIA,6jbYpRPTEFl1HFKHk1IC0m
Balloon (feat. Doechii),"Tyler, The Creator, Doechii",CHROMAKOPIA,35D1RA5uVFVhMc1qX80TaQ
I Hope You Find Your Way Home,"Tyler, The Creator",CHROMAKOPIA,0pvZCv4JOS5WBu7JITYef6
IGOR'S THEME,"Tyler, The Creator",IGOR,51RN0kzWd7xeR4th5HsEtW
EARFQUAKE,"Tyler, The Creator",IGOR,5hVghJ4KaYES3BFUATCYn0
I THINK,"Tyler, The Creator",IGOR,4f8Mh5wuWHOsfXtzjrJB3t
EXACTLY WHAT YOU RUN FROM YOU END UP CHASING,"Tyler, The Creator",IGOR,5e4LIAQI0bClLazNf2gZV0
RUNNING OUT OF TIME,"Tyler, The Creator",IGOR,5QvBXUm5MglLJ3iBfTX2Wo
NEW MAGIC WAND,"Tyler, The Creator",IGOR,0fv2KH6hac06J86hBUTcSf
A BOY IS A GUN*,"Tyler, The Creator",IGOR,1nXZnTALNXiPlvXotqHm66
PUPPET,"Tyler, The Creator",IGOR,0wEC0GNF74lAqrEFZJMl1m
WHAT'S GOOD,"Tyler, The Creator",IGOR,6bOkaEXc5CopinGazSLokx
"GONE, GONE / THANK YOU","Tyler, The Creator",IGOR,1hz7SRTGUNAtIQ46qiNv2p
I DON'T LOVE YOU ANYMORE,"Tyler, The Creator",IGOR,5A0M6B0RBSXSNWv0wcppZ9
ARE WE STILL FRIENDS?,"Tyler, The Creator",IGOR,5TxRUOsGeWeRl3xOML59Ai
Big Poe (feat. Sk8brd),"Tyler, The Creator, Pharrell Williams",DON'T TAP THE GLASS,4sLvxpKLvagQ4lZHUpymza
Sugar On My Tongue,"Tyler, The Creator",DON'T TAP THE GLASS,6xV7Be6XEvkSnighmh2Tzj
Sucka Free,"Tyler, The Creator",DON'T TAP THE GLASS,7DIMKlmJ0CL6eROkbptoqi
Mommanem,"Tyler, The Creator",DON'T TAP THE GLASS,3WgFhZfyk5nb6v7hkwPmD4
Stop Playing With Me,"Tyler, The Creator",DON'T TAP THE GLASS,1IF3hx6HU46Pitm0dOdVJO
Ring Ring Ring,"Tyler, The Creator",DON'T TAP THE GLASS,1lTqq0aC6r2bXLviQ3oaVt
Don't Tap That Glass / Tweakin',"Tyler, The Creator",DON'T TAP THE GLASS,5DRS7YEe1bwGJLDGviT3CD
Don't You Worry Baby (feat. Madison McFerrin),"Tyler, The Creator, Madison McFerrin",DON'T TAP THE GLASS,45mVT3DCE7AATXgESSdfee
I'll Take Care of You (feat. Yebba),"Tyler, The Creator, Yebba",DON'T TAP THE GLASS,4waPZF96vX1Oz5pzH6dB0h
Tell Me What It Is,"Tyler, The Creator",DON'T TAP THE GLASS,4UddKz4WBKn5b9tDB6tq2L
24K Magic,Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P
Chunky,Bruno Mars,24K Magic,0mBKv9DkYfQHjdMcw2jdyI
Perm,Bruno Mars,24K Magic,1I6pKIyaBp4OebTGLJpCCC
That's What I Like,Bruno Mars,24K Magic,0KKkJNfGyhkQ5aFogxQAPU
Versace on the Floor,Bruno Mars,24K Magic,0kN8xEmgMW9mh7UmDYHlJP
Straight up & Down,Bruno Mars,24K Magic,2mrZYZGmPFV3QOyYPZ1zsn
Calling All My Lovelies,Bruno Mars,24K Magic,6ObpR8ek44tvWefQRcSo8K
Finesse,Bruno Mars,24K Magic,5XMkENs3GfeRza8MfVAhjK
Too Good to Say Goodbye,Bruno Mars,24K Magic,0B0tYbVp7pDQAqKDhgMeaL
Rapp Snitch Knishes,"MF DOOM, Mr. Fantastik",MM..FOOD,5KUNwkaNf8l5A9sXZhiCgI
Lockjaw,"King Geedorah, Trunks",Take Me To Your Leader,6K6rqLZ7PBDx3PNA4snQzK
Intro,Gorillaz,Demon Days,2zavoMfVVPJMikH57fd8yK
Last Living Souls,Gorillaz,Demon Days,7JzmCjvB6bk48JghLyrg8N
Kids with Guns,"Gorillaz, Neneh Cherry",Demon Days,0eEgMbSzOHmkOeVuNC3E0k
O Green World,Gorillaz,Demon Days,4hNPMfFHauPIbOKvdYqFt7
Dirty Harry (feat. Bootie Brown),"Gorillaz, Bootie Brown",Demon Days,2bfGNzdiRa1jXZRdfssSzR
Feel Good Inc.,"Gorillaz, De La Soul",Demon Days,0d28khcov6AiegSCpG5TuT
El Mañana,Gorillaz,Demon Days,0dcMqjeDpwqB2xhzMsld0p
Every Planet We Reach Is Dead,Gorillaz,Demon Days,2pw9RZWZibttZzoFhwjuy6
November Has Come,"Gorillaz, MF DOOM",Demon Days,6lrDckuosGpwEHtm1hHBcf
All Alone,"Gorillaz, Martina Topley-Bird, Roots Manuva",Demon Days,76Ug1q4l6rGwJ2ubV5wh3X
White Light,Gorillaz,Demon Days,7hnW9af7GuGH5lyUUTa8UH
DARE (feat. Shaun Ryder & Roses Gabor),"Gorillaz, Shaun Ryder, Roses Gabor",Demon Days,4Hff1IjRbLGeLgFgxvHflk
Fire Coming out of the Monkey's Head,Gorillaz,Demon Days,1S9tfxdFr4TqoqA14gnKj3
Don't Get Lost in Heaven,Gorillaz,Demon Days,4hjGZN8poACfjWCK3Og6vY
Demon Days,Gorillaz,Demon Days,2k6hpKTyubRVOmQR11ViY3
Orchestral Intro (feat. Sinfonia ViVA),"Gorillaz, Sinfonia ViVa",Plastic Beach,3s2f6XU5sJ6aqEe7GgDBta
Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),"Gorillaz, Hypnotic Brass Ensemble, Snoop Dogg",Plastic Beach,46WOptLnXUtH3LOyYvmMO1
"White Flag (feat. Bashy, Kano and the National Orchestra for Arabic Music)","Gorillaz, Bashy, Kano, The National Orchestra for Arabic Music",Plastic Beach,3famfyGuWw5QFcVO5Xk1uW
Rhinestone Eyes,Gorillaz,Plastic Beach,1foMv2HQwfQ2vntFf9HFeG
Stylo (feat. Mos Def and Bobby Womack),"Gorillaz, Bobby Womack, Mos Def",Plastic Beach,6LUfuyLgvgqrykiTE6sJHY
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),"Gorillaz, Gruff Rhys, De La Soul",Plastic Beach,1UJNbgfTzG1gZZTWFJdMf1
Empire Ants (feat. Little Dragon),"Gorillaz, Little Dragon",Plastic Beach,3a6PN6BRB8PP3ms48s7kU1
Glitter Freeze (feat. Mark E Smith),"Gorillaz, Mark E. Smith",Plastic Beach,4EJFCpthcrP6oOUUXQZ22Z
Some Kind of Nature (feat. Lou Reed),"Gorillaz, Lou Reed",Plastic Beach,4M88Wd7Aps5LGRWMOC7gSH
On Melancholy Hill,Gorillaz,Plastic Beach,0q6LuUqGLUiCPP1cbdwFs3
Broken,Gorillaz,Plastic Beach,3THFKx88trZuOFlssVLJ5G
Sweepstakes (feat. Mos Def and Hypnotic Brass Ensemble),"Gorillaz, Hypnotic Brass Ensemble, Mos Def",Plastic Beach,5SM5amC17V4itA5jxIICjS
Plastic Beach (feat. Mick Jones and Paul Simonon),"Gorillaz, Mick Jones, Paul Simonon",Plastic Beach,2nZ33CKRbgpJQJJQKHuGXb
To Binge (feat. Little Dragon),"Gorillaz, Little Dragon",Plastic Beach,1dvOwoHwZB9SwvRw2Gv3nz
Cloud of Unknowing (feat. Bobby Womack and Sinfonia ViVA),"Gorillaz, Bobby Womack, Sinfonia ViVa",Plastic Beach,0NDOVMOT6ah2k6HuXLrq5x
Pirate Jet,Gorillaz,Plastic Beach,0xSF7iHZQxaZYMAiBfobms
The God of Lying (feat. IDLES),"Gorillaz, IDLES",The Mountain,5nrbuDZe5Hod1nUsND6QUA
HYAENA,Travis Scott,UTOPIA,0hL9gOw6XBWsygEUcVjxEc
THANK GOD,Travis Scott,UTOPIA,1PH2MDbcBAU094DlgTIND1
MODERN JAM (feat. Teezo Touchdown),"Travis Scott, Teezo Touchdown",UTOPIA,3KCNiDi9Pza6ZD8FggNoaw
MY EYES,Travis Scott,UTOPIA,4kjI1gwQZRKNDkw1nI475M
GOD'S COUNTRY,Travis Scott,UTOPIA,04WxWo7XeVyx22xEsrWRUb
SIRENS,Travis Scott,UTOPIA,7LSpFCvRZZot2AlmkUzy9k
MELTDOWN (feat. Drake),"Travis Scott, Drake",UTOPIA,67nepsnrcZkowTxMWigSbb
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",UTOPIA,42VsgItocQwOQC3XWZ8JNA
DELRESTO (ECHOES) (feat. Beyoncé),"Travis Scott, Beyoncé",UTOPIA,0OEe83mMZ5kaNw5uZQ7ilG
I KNOW ?,Travis Scott,UTOPIA,6wsqVwoiVH2kde4k4KKAFU
TOPIA TWINS (feat. Rob49 & 21 Savage),"Travis Scott, Rob49, 21 Savage",UTOPIA,0lodMO0qK83vfPiiD7FMEt
CIRCUS MAXIMUS (feat. The Weeknd & Swae Lee),"Travis Scott, The Weeknd, Swae Lee",UTOPIA,4GL9GMX9t7Qkprvf1YighZ
PARASAIL (feat. Yung Lean & Dave Chappelle),"Travis Scott, Yung Lean, Dave Chappelle",UTOPIA,2Q0aElTZQtEUsoiaQfizu6
SKITZO (feat. Young Thug),"Travis Scott, Young Thug",UTOPIA,0bkV1iQHSxBaksUqgEkcbc
LOST FOREVER (feat. Westside Gunn),"Travis Scott, Westside Gunn",UTOPIA,7EiUtdeoWcKqLi5ELZCjYf
LOOOVE (feat. Kid Cudi),"Travis Scott, Kid Cudi",UTOPIA,0a4SMs889NwP8oWI7Vemle
K-POP (feat. Bad Bunny & The Weeknd),"Travis Scott, Bad Bunny, The Weeknd",UTOPIA,4o82J5zr4DFEs9yj5szCVX
TELEKINESIS (feat. SZA & Future),"Travis Scott, SZA, Future",UTOPIA,1i9lZvlaDdWDPyXEE95aiq
TIL FURTHER NOTICE (feat. James Blake & 21 Savage),"Travis Scott, James Blake, 21 Savage",UTOPIA,76gcXhY3Zv6wW0BTe9nHJo
drive ME crazy!,"Lil Yachty, Diana Gordon",Let’s Start Here.,6luBKkFUt5wTwz7hpLhp12
BANDIT,Don Toliver,HARDSTONE PSYCHO,4Zu3P22LxNRhCi7FiLsQ53
Ni**as In Paris,"JAŸ-Z, Kanye West",Watch The Throne,1auxYwYrFRqZP7t3s7w4um
TORE UP,Don Toliver,HARDSTONE PSYCHO,6oTZCn2Wp55AbjcmhkiOfk
H3@RT$ W3RE M3@NT T0 F7¥,Childish Gambino,Bando Stone and The New World,7yr9auCsJO1qOQi43kED7N
Lithonia,Childish Gambino,Bando Stone and The New World,3uC4r2daXertBxxc8BpbbN
Survive (feat. Chlöe),"Childish Gambino, Chlöe",Bando Stone and The New World,2UIraNrjFYMnu1HI15QR4S
Steps Beach,Childish Gambino,Bando Stone and The New World,4lovbNtAeIxtXWy9bwEsQk
Talk My Shit (feat. Amaarae & Flo Milli),"Childish Gambino, Amaarae, Flo Milli",Bando Stone and The New World,09imUl1oyaB2R86qBgEhCN
Got To Be,Childish Gambino,Bando Stone and The New World,4p2HhC8KX8pGLyNDQ0Ednd
Real Love,Childish Gambino,Bando Stone and The New World,17L09JJ5W7F5ou68mcAeMJ
In The Night (feat. Jorja Smith & Amaarae),"Childish Gambino, Jorja Smith, Amaarae",Bando Stone and The New World,11bJ1ws3dathgY9uzADUhL
Yoshinoya,Childish Gambino,Bando Stone and The New World,2pNYM3OcS7WdCW13TuhMeK
Can You Feel Me (feat. Legend),"Childish Gambino, Legend",Bando Stone and The New World,6FQlvBbMADksaic1zeLnm7
No Excuses (feat. Ludwig Göransson & Kamasi Washington),"Childish Gambino, Ludwig Göransson, Kamasi Washington",Bando Stone and The New World,61wsDs3Dbb11h1m2tw9eMZ
Cruisin' (feat. Yeat),"Childish Gambino, Yeat",Bando Stone and The New World,1CJO1NdPdtnkJBrEx6As65
We Are God,Childish Gambino,Bando Stone and The New World,50YZAls4cS1sZxvWxCTh3y
Running Around (feat. Fousheé),"Childish Gambino, Fousheé",Bando Stone and The New World,7ltvxs2OBCccy0p7Ka4PIj
Dadvocate,Childish Gambino,Bando Stone and The New World,5uRTAG2Fs6rQt41HwaIx53
Happy Survival (feat. Khruangbin),"Childish Gambino, Khruangbin",Bando Stone and The New World,0Ck3kW2KiRLjMOGiKzW3la
A Place Where Love Goes,Childish Gambino,Bando Stone and The New World,0oVBkJA2wrSqrwz3eJ6c85
Me and Your Mama,Childish Gambino," Awaken, My Love! ",0NkkbKSzQ50mAoSUbQpgLw
Have Some Love,Childish Gambino," Awaken, My Love! ",4l5ioHe897vm5VZa242bvK
Boogieman,Childish Gambino," Awaken, My Love! ",1BO2XRaBKzRxdFTA9Uu4fP
Zombies,Childish Gambino," Awaken, My Love! ",6tyS9WO74s7Q1fvyNaiQxN
Riot,Childish Gambino," Awaken, My Love! ",64HVhNulgXVUhlDh2wQPiW
Redbone,Childish Gambino," Awaken, My Love! ",3vQ4T78TTMOjQXGfXVKQJo
California,Childish Gambino," Awaken, My Love! ",4DIEa7hkjMrXZrFduR8Yhy
Terrified,Childish Gambino," Awaken, My Love! ",1YtL1zAWrSxpZUOqfmPbc5
Baby Boy,Childish Gambino," Awaken, My Love! ",3icv5yfawQSwRPwVvBdHas
The Night Me and Your Mama Met,Childish Gambino," Awaken, My Love! ",2EBhNNIqdbejkNqqOnok4c
Stand Tall,Childish Gambino," Awaken, My Love! ",0LZguZAhdvKzUC9Qlt67EM
BLOOD.,Kendrick Lamar,DAMN.,1n4jwRVXdkK2U34nBDUKKT
DNA.,Kendrick Lamar,DAMN.,6HZILIRieu8S0iqY8kIKhj
YAH.,Kendrick Lamar,DAMN.,4BHSjbYylfOH5WAGusDyni
ELEMENT.,Kendrick Lamar,DAMN.,1EaKU4dMbesXXd3BrLCtYG
FEEL.,Kendrick Lamar,DAMN.,2LTlO3NuNVN70lp2ZbVswF
LOYALTY. FEAT. RIHANNA.,"Kendrick Lamar, Rihanna",DAMN.,6SwRhMLwNqEi6alNPVG00n
PRIDE.,Kendrick Lamar,DAMN.,6IZvVAP7VPPnsGX6bvgkqg
HUMBLE.,Kendrick Lamar,DAMN.,7KXjTSCq5nL1LoYtL7XAwS
LUST.,Kendrick Lamar,DAMN.,06FCvd7rrRcF3DdvWH5Isp
LOVE. FEAT. ZACARI.,"Kendrick Lamar, Zacari",DAMN.,6PGoSes0D9eUDeeAafB2As
XXX. FEAT. U2.,"Kendrick Lamar, U2",DAMN.,4iYRa2btalAzPZoSYfROqF
FEAR.,Kendrick Lamar,DAMN.,23luOrEVHMfoX0AhfbQuS6
GOD.,Kendrick Lamar,DAMN.,5p3NP9mQblDsVJLdfNZJ3I
DUCKWORTH.,Kendrick Lamar,DAMN.,0y9uTzK9cNKSAEHnpeRG8C
wacced out murals,Kendrick Lamar,GNX,5gOfC9UzZQzTyShqPMrpjT
squabble up,Kendrick Lamar,GNX,0nj9Bq5sHDiTxSHunhgkFb
luther (with sza),"Kendrick Lamar, SZA",GNX,45J4avUb9Ni0bnETYaYFVJ
man at the garden,Kendrick Lamar,GNX,5ho7VSXSmI2KM2nDjcnLyz
hey now (feat. dody6),"Kendrick Lamar, Dody6",GNX,5S8VwnB4sLi6W0lYTWYylu
reincarnated,Kendrick Lamar,GNX,0RgjEkSbeuStKfT2Pa4Zai
tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",GNX,0aB0v4027ukVziUGwVGYpG
"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)","Kendrick Lamar, Wallie the Sensei, Siete7x, Roddy Ricch",GNX,4K1Pg0FLno1ltzX3jeqT83
peekaboo (feat. azchike),"Kendrick Lamar, AZ Chike",GNX,2Uts1QFB4u2YNIMiqcb4de
heart pt. 6,Kendrick Lamar,GNX,1SGvjfc85yzqKXsfKcCxn2
"gnx (feat. hitta j3, youngthreat, peysoh)","Kendrick Lamar, Hitta J3, YoungThreat, Peysoh",GNX,3aZptNYC6Z1YoumeqZcDcQ
gloria (with sza),"Kendrick Lamar, SZA",GNX,0wgOhYnqZKjOHr6bmdz0aN
Wesley's Theory,"Kendrick Lamar, George Clinton, Thundercat",To Pimp A Butterfly,7Ks4VCY1wFebnOdJrM13t6
For Free? - Interlude,Kendrick Lamar,To Pimp A Butterfly,75izAeHlGuOgA865CFDyIv
King Kunta,Kendrick Lamar,To Pimp A Butterfly,0N3W5peJUQtI4eyR6GJT5O
Institutionalized,"Kendrick Lamar, Bilal, Anna Wise, Snoop Dogg",To Pimp A Butterfly,4oFtLSgHyZPNYDCcANhTnO
